Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month Name,Quarter,Days to Ship,Profit Margin %,Revenue per Unit,Discount %,Profit Flag,Margin Band
4433,CA-2022-5432,10/22/2022,10/24/2022,First Class,CG-00097,Customer 097,Corporate,Las Vegas,Nevada,West,OFF-LAB-28569,Office Supplies,Labels,Avery Address Labels,59.94,10,0.4,7.43,2022,10,October,Q4,2,12.4,5.99,40,Profit,Medium Margin
4434,CA-2024-5433,5/1/2024,5/3/2024,First Class,CG-00090,Customer 090,Consumer,Nashville,Tennessee,South,TEC-PHO-40448,Technology,Phones,Samsung Galaxy,8399.88,12,0,2132.92,2024,5,May,Q2,2,25.39,699.99,0,Profit,High Margin
4435,CA-2021-5434,4/5/2021,4/10/2021,Standard Class,CG-00061,Customer 061,Corporate,Nashville,Tennessee,South,TEC-PHO-33450,Technology,Phones,Apple iPhone,2249.97,3,0,334.65,2021,4,April,Q2,5,14.87,749.99,0,Profit,Medium Margin
4436,CA-2022-5435,5/27/2022,5/27/2022,Same Day,CG-00066,Customer 066,Consumer,Seattle,Washington,West,FUR-BOO-33681,Furniture,Bookcases,Sauder Bookcase,749.97,3,0,71.52,2022,5,May,Q2,0,9.54,249.99,0,Profit,Low Margin
4437,CA-2021-5436,7/27/2021,7/31/2021,Second Class,CG-00024,Customer 024,Consumer,Philadelphia,Pennsylvania,East,TEC-PHO-57322,Technology,Phones,Apple iPhone,3749.95,5,0,868.31,2021,7,July,Q3,4,23.16,749.99,0,Profit,Medium Margin
4438,CA-2021-5437,8/5/2021,8/10/2021,Standard Class,CG-00034,Customer 034,Corporate,Chicago,Illinois,Central,OFF-ENV-22784,Office Supplies,Envelopes,Kraft Envelopes,23.95,8,0.4,2.47,2021,8,August,Q3,5,10.31,2.99,40,Profit,Medium Margin
4439,CA-2024-5438,6/10/2024,6/14/2024,Second Class,CG-00004,Customer 004,Corporate,Las Vegas,Nevada,West,FUR-FUR-98660,Furniture,Furnishings,Fiskars Scissors,79.92,8,0,1.11,2024,6,June,Q2,4,1.39,9.99,0,Profit,Low Margin
4440,CA-2024-5439,9/21/2024,9/24/2024,Second Class,CG-00089,Customer 089,Home Office,Los Angeles,California,West,OFF-BIN-40976,Office Supplies,Binders,Cardinal Binder,116.87,13,0,32.9,2024,9,September,Q3,3,28.15,8.99,0,Profit,High Margin
4441,CA-2023-5440,1/20/2023,1/22/2023,First Class,CG-00054,Customer 054,Consumer,Richmond,Virginia,East,TEC-ACC-71919,Technology,Accessories,Plantronics Headset,179.98,2,0,33.06,2023,1,January,Q1,2,18.37,89.99,0,Profit,Medium Margin
4442,CA-2024-5441,3/30/2024,4/5/2024,Standard Class,CG-00029,Customer 029,Home Office,Charlotte,North Carolina,South,OFF-STO-60462,Office Supplies,Storage,Sterilite Storage Box,89.94,12,0.5,11.89,2024,3,March,Q1,6,13.22,7.5,50,Profit,Medium Margin
4443,CA-2024-5442,1/9/2024,1/14/2024,Standard Class,CG-00083,Customer 083,Home Office,Nashville,Tennessee,South,TEC-PHO-35047,Technology,Phones,Samsung Galaxy,3849.95,11,0.5,172.99,2024,1,January,Q1,5,4.49,350,50,Profit,Low Margin
4444,CA-2024-5443,11/19/2024,11/21/2024,First Class,CG-00108,Customer 108,Consumer,Miami,Florida,South,FUR-FUR-36616,Furniture,Furnishings,Fiskars Scissors,39.96,4,0,5.4,2024,11,November,Q4,2,13.51,9.99,0,Profit,Medium Margin
4445,CA-2022-5444,6/2/2022,6/8/2022,Standard Class,CG-00084,Customer 084,Consumer,Birmingham,Alabama,South,OFF-ENV-26144,Office Supplies,Envelopes,Kraft Envelopes,64.87,13,0,21.3,2022,6,June,Q2,6,32.83,4.99,0,Profit,High Margin
4446,CA-2021-5445,10/1/2021,10/4/2021,Second Class,CG-00115,Customer 115,Corporate,Charlotte,North Carolina,South,TEC-COP-34900,Technology,Copiers,Canon Copier,4799.97,4,0.2,1100.5,2021,10,October,Q4,3,22.93,1199.99,20,Profit,Medium Margin
4447,CA-2023-5446,12/9/2023,12/16/2023,Standard Class,CG-00110,Customer 110,Home Office,Los Angeles,California,West,FUR-BOO-94510,Furniture,Bookcases,Sauder Bookcase,749.97,5,0.4,-56.02,2023,12,December,Q4,7,-7.47,149.99,40,Loss,Loss
4448,CA-2023-5447,9/24/2023,9/28/2023,Second Class,CG-00091,Customer 091,Corporate,Houston,Texas,Central,OFF-LAB-69820,Office Supplies,Labels,Avery Labels,31.96,4,0,7.4,2023,9,September,Q3,4,23.15,7.99,0,Profit,Medium Margin
4449,CA-2022-5448,4/9/2022,4/13/2022,Second Class,CG-00033,Customer 033,Consumer,Nashville,Tennessee,South,FUR-FUR-16358,Furniture,Furnishings,Fiskars Scissors,27.97,4,0.3,2.81,2022,4,April,Q2,4,10.05,6.99,30,Profit,Medium Margin
4450,CA-2022-5449,2/23/2022,2/28/2022,Standard Class,CG-00067,Customer 067,Corporate,Houston,Texas,Central,OFF-PAP-37567,Office Supplies,Paper,Xerox Paper,124.95,5,0,32.94,2022,2,February,Q1,5,26.36,24.99,0,Profit,High Margin
4451,CA-2023-5450,10/2/2023,10/4/2023,First Class,CG-00100,Customer 100,Corporate,Las Vegas,Nevada,West,FUR-CHA-23474,Furniture,Chairs,Global Chair,3548.91,13,0.3,511.91,2023,10,October,Q4,2,14.42,272.99,30,Profit,Medium Margin
4452,CA-2024-5451,2/4/2024,2/7/2024,Second Class,CG-00076,Customer 076,Corporate,Seattle,Washington,West,FUR-TAB-70902,Furniture,Tables,Riverside Meeting Table,719.99,1,0.2,75.7,2024,2,February,Q1,3,10.51,719.99,20,Profit,Medium Margin
4453,CA-2024-5452,12/4/2024,12/9/2024,Standard Class,CG-00064,Customer 064,Corporate,Phoenix,Arizona,West,OFF-PAP-63760,Office Supplies,Paper,Hammermill Copy Paper,44.98,3,0.5,3.74,2024,12,December,Q4,5,8.31,14.99,50,Profit,Low Margin
4454,CA-2022-5453,7/16/2022,7/19/2022,First Class,CG-00106,Customer 106,Corporate,Richmond,Virginia,East,OFF-ENV-80381,Office Supplies,Envelopes,Poly Envelopes,58.72,12,0.3,14.97,2022,7,July,Q3,3,25.49,4.89,30,Profit,High Margin
4455,CA-2023-5454,2/25/2023,2/25/2023,Same Day,CG-00049,Customer 049,Corporate,Philadelphia,Pennsylvania,East,OFF-STO-35717,Office Supplies,Storage,Iris Storage Case,239.9,12,0.2,68.42,2023,2,February,Q1,0,28.52,19.99,20,Profit,High Margin
4456,CA-2023-5455,6/23/2023,6/23/2023,Same Day,CG-00018,Customer 018,Consumer,Boston,Massachusetts,East,TEC-MAC-30700,Technology,Machines,Brother Fax Machine,799.98,2,0,120.27,2023,6,June,Q2,0,15.03,399.99,0,Profit,Medium Margin
4457,CA-2024-5456,5/7/2024,5/10/2024,First Class,CG-00110,Customer 110,Home Office,Newark,New Jersey,East,OFF-LAB-82557,Office Supplies,Labels,Avery Address Labels,76.92,11,0.3,22.85,2024,5,May,Q2,3,29.71,6.99,30,Profit,High Margin
4458,CA-2021-5457,8/3/2021,8/6/2021,Second Class,CG-00107,Customer 107,Home Office,Phoenix,Arizona,West,FUR-CHA-45392,Furniture,Chairs,Staples Chair,809.97,3,0.1,70.99,2021,8,August,Q3,3,8.76,269.99,10,Profit,Low Margin
4459,CA-2024-5458,10/4/2024,10/7/2024,First Class,CG-00058,Customer 058,Corporate,Charlotte,North Carolina,South,TEC-MAC-56590,Technology,Machines,Brother Fax Machine,279.99,1,0.3,54.17,2024,10,October,Q4,3,19.35,279.99,30,Profit,Medium Margin
4460,CA-2024-5459,1/13/2024,1/16/2024,First Class,CG-00074,Customer 074,Home Office,Newark,New Jersey,East,FUR-FUR-91470,Furniture,Furnishings,Fiskars Scissors,87.91,11,0.2,10.56,2024,1,January,Q1,3,12.01,7.99,20,Profit,Medium Margin
4461,CA-2021-5460,1/3/2021,1/3/2021,Same Day,CG-00075,Customer 075,Consumer,Richmond,Virginia,East,TEC-MAC-16353,Technology,Machines,Brother Fax Machine,2399.94,6,0,385.89,2021,1,January,Q1,0,16.08,399.99,0,Profit,Medium Margin
4462,CA-2024-5461,3/4/2024,3/9/2024,Standard Class,CG-00060,Customer 060,Consumer,Atlanta,Georgia,South,FUR-CHA-40124,Furniture,Chairs,Hon Deluxe Chair,499.99,1,0,75.23,2024,3,March,Q1,5,15.05,499.99,0,Profit,Medium Margin
4463,CA-2022-5462,3/28/2022,4/1/2022,Second Class,CG-00058,Customer 058,Corporate,Newark,New Jersey,East,FUR-FUR-56323,Furniture,Furnishings,Eldon Desk Lamp,63.97,4,0.2,1.29,2022,3,March,Q1,4,2.02,15.99,20,Profit,Low Margin
4464,CA-2021-5463,10/23/2021,10/23/2021,Same Day,CG-00019,Customer 019,Corporate,Chicago,Illinois,Central,FUR-TAB-78165,Furniture,Tables,Bretford Table,12479.9,13,0.2,1504.78,2021,10,October,Q4,0,12.06,959.99,20,Profit,Medium Margin
4465,CA-2024-5464,11/14/2024,11/20/2024,Standard Class,CG-00023,Customer 023,Home Office,Charlotte,North Carolina,South,FUR-TAB-26867,Furniture,Tables,Riverside Meeting Table,9899.89,11,0,180.64,2024,11,November,Q4,6,1.82,899.99,0,Profit,Low Margin
4466,CA-2022-5465,10/30/2022,11/2/2022,First Class,CG-00083,Customer 083,Home Office,Houston,Texas,Central,FUR-BOO-19592,Furniture,Bookcases,Sauder Bookcase,249.99,1,0,15.83,2022,10,October,Q4,3,6.33,249.99,0,Profit,Low Margin
4467,CA-2023-5466,12/30/2023,1/4/2024,Standard Class,CG-00032,Customer 032,Home Office,Nashville,Tennessee,South,TEC-COP-11937,Technology,Copiers,Canon Copier,10499.93,10,0.3,3003.11,2023,12,December,Q4,5,28.6,1049.99,30,Profit,High Margin
4468,CA-2024-5467,12/15/2024,12/17/2024,First Class,CG-00058,Customer 058,Corporate,Las Vegas,Nevada,West,FUR-CHA-15206,Furniture,Chairs,Hon Deluxe Chair,1999.96,4,0,292.23,2024,12,December,Q4,2,14.61,499.99,0,Profit,Medium Margin
4469,CA-2022-5468,9/4/2022,9/10/2022,Standard Class,CG-00014,Customer 014,Home Office,Los Angeles,California,West,OFF-STO-65672,Office Supplies,Storage,Iris Storage Case,269.89,12,0.1,91.76,2022,9,September,Q3,6,34,22.49,10,Profit,High Margin
4470,CA-2022-5469,9/28/2022,10/1/2022,Second Class,CG-00044,Customer 044,Home Office,Houston,Texas,Central,FUR-TAB-42933,Furniture,Tables,Riverside Meeting Table,3599.96,4,0,510.6,2022,9,September,Q3,3,14.18,899.99,0,Profit,Medium Margin
4471,CA-2023-5470,12/20/2023,12/20/2023,Same Day,CG-00059,Customer 059,Home Office,Charlotte,North Carolina,South,OFF-PEN-89986,Office Supplies,Pens & Art Supplies,Staedtler Markers,151.98,13,0.1,39.88,2023,12,December,Q4,0,26.24,11.69,10,Profit,High Margin
4472,CA-2022-5471,2/27/2022,3/3/2022,Second Class,CG-00053,Customer 053,Home Office,Chicago,Illinois,Central,FUR-CHA-78830,Furniture,Chairs,Global Chair,3119.92,8,0,47.07,2022,2,February,Q1,4,1.51,389.99,0,Profit,Low Margin
4473,CA-2022-5472,9/16/2022,9/16/2022,Same Day,CG-00101,Customer 101,Home Office,Las Vegas,Nevada,West,TEC-ACC-26960,Technology,Accessories,Belkin Cable,44.97,5,0.4,2.89,2022,9,September,Q3,0,6.43,8.99,40,Profit,Low Margin
4474,CA-2022-5473,4/19/2022,4/25/2022,Standard Class,CG-00021,Customer 021,Consumer,Houston,Texas,Central,TEC-ACC-28528,Technology,Accessories,Plantronics Headset,935.9,13,0.2,224.48,2022,4,April,Q2,6,23.99,71.99,20,Profit,Medium Margin
4475,CA-2024-5474,7/2/2024,7/2/2024,Same Day,CG-00092,Customer 092,Home Office,Nashville,Tennessee,South,FUR-TAB-74497,Furniture,Tables,Riverside Meeting Table,2159.98,3,0.2,291.04,2024,7,July,Q3,0,13.47,719.99,20,Profit,Medium Margin
4476,CA-2024-5475,4/26/2024,4/29/2024,Second Class,CG-00032,Customer 032,Home Office,Seattle,Washington,West,OFF-BIN-19426,Office Supplies,Binders,Cardinal Binder,48.55,9,0.4,7.66,2024,4,April,Q2,3,15.78,5.39,40,Profit,Medium Margin
4477,CA-2024-5476,8/15/2024,8/18/2024,First Class,CG-00051,Customer 051,Consumer,Las Vegas,Nevada,West,OFF-PEN-58025,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,43.13,12,0.4,6.37,2024,8,August,Q3,3,14.77,3.59,40,Profit,Medium Margin
4478,CA-2024-5477,9/26/2024,9/29/2024,Second Class,CG-00095,Customer 095,Home Office,Philadelphia,Pennsylvania,East,OFF-PAP-30466,Office Supplies,Paper,Hammermill Copy Paper,272.91,13,0.3,78.89,2024,9,September,Q3,3,28.91,20.99,30,Profit,High Margin
4479,CA-2021-5478,4/7/2021,4/11/2021,Second Class,CG-00011,Customer 011,Home Office,Charlotte,North Carolina,South,OFF-LAB-49285,Office Supplies,Labels,Avery Labels,76.7,12,0.2,16.39,2021,4,April,Q2,4,21.37,6.39,20,Profit,Medium Margin
4480,CA-2021-5479,10/29/2021,10/31/2021,First Class,CG-00089,Customer 089,Home Office,Charlotte,North Carolina,South,OFF-PAP-19218,Office Supplies,Paper,Xerox Paper,209.92,14,0.4,13.27,2021,10,October,Q4,2,6.32,14.99,40,Profit,Low Margin
4481,CA-2023-5480,4/8/2023,4/10/2023,First Class,CG-00057,Customer 057,Consumer,Portland,Oregon,West,OFF-LAB-11339,Office Supplies,Labels,Avery Address Labels,53.95,6,0.1,11.64,2023,4,April,Q2,2,21.58,8.99,10,Profit,Medium Margin
4482,CA-2022-5481,3/23/2022,3/23/2022,Same Day,CG-00037,Customer 037,Corporate,Nashville,Tennessee,South,OFF-ENV-74613,Office Supplies,Envelopes,Poly Envelopes,27.96,8,0.5,5.36,2022,3,March,Q1,0,19.17,3.5,50,Profit,Medium Margin
4483,CA-2022-5482,1/15/2022,1/18/2022,First Class,CG-00022,Customer 022,Corporate,Birmingham,Alabama,South,OFF-ENV-33090,Office Supplies,Envelopes,Poly Envelopes,48.93,14,0.5,7.39,2022,1,January,Q1,3,15.1,3.5,50,Profit,Medium Margin
4484,CA-2021-5483,8/6/2021,8/9/2021,Second Class,CG-00014,Customer 014,Home Office,Portland,Oregon,West,TEC-COP-89857,Technology,Copiers,HP Copier,10399.92,10,0.2,2535.59,2021,8,August,Q3,3,24.38,1039.99,20,Profit,Medium Margin
4485,CA-2023-5484,11/1/2023,11/8/2023,Standard Class,CG-00053,Customer 053,Home Office,Philadelphia,Pennsylvania,East,OFF-PEN-21830,Office Supplies,Pens & Art Supplies,Staedtler Markers,155.88,12,0,38.84,2023,11,November,Q4,7,24.92,12.99,0,Profit,Medium Margin
4486,CA-2021-5485,3/17/2021,3/17/2021,Same Day,CG-00042,Customer 042,Consumer,Birmingham,Alabama,South,OFF-STO-13958,Office Supplies,Storage,Sterilite Storage Box,104.93,7,0,25.85,2021,3,March,Q1,0,24.64,14.99,0,Profit,Medium Margin
4487,CA-2021-5486,6/2/2021,6/2/2021,Same Day,CG-00081,Customer 081,Consumer,Charlotte,North Carolina,South,FUR-TAB-54077,Furniture,Tables,Riverside Meeting Table,4499.95,5,0,262.01,2021,6,June,Q2,0,5.82,899.99,0,Profit,Low Margin
4488,CA-2021-5487,9/21/2021,9/28/2021,Standard Class,CG-00113,Customer 113,Home Office,Detroit,Michigan,Central,OFF-BIN-65093,Office Supplies,Binders,Avery Binder,77.94,10,0.4,15.96,2021,9,September,Q3,7,20.48,7.79,40,Profit,Medium Margin
4489,CA-2021-5488,2/3/2021,2/6/2021,Second Class,CG-00049,Customer 049,Corporate,Las Vegas,Nevada,West,FUR-FUR-41996,Furniture,Furnishings,Fiskars Scissors,109.89,11,0,3.98,2021,2,February,Q1,3,3.62,9.99,0,Profit,Low Margin
4490,CA-2023-5489,8/26/2023,8/28/2023,First Class,CG-00042,Customer 042,Consumer,Chicago,Illinois,Central,OFF-ENV-31323,Office Supplies,Envelopes,Poly Envelopes,69.9,10,0,17.59,2023,8,August,Q3,2,25.16,6.99,0,Profit,High Margin
4491,CA-2024-5490,1/22/2024,1/22/2024,Same Day,CG-00018,Customer 018,Consumer,Houston,Texas,Central,OFF-BIN-46379,Office Supplies,Binders,Avery Binder,127.3,14,0.3,41.16,2024,1,January,Q1,0,32.33,9.09,30,Profit,High Margin
4492,CA-2021-5491,2/14/2021,2/14/2021,Same Day,CG-00002,Customer 002,Home Office,Minneapolis,Minnesota,Central,TEC-PHO-51381,Technology,Phones,Cisco Phone,2999.9,10,0,723.57,2021,2,February,Q1,0,24.12,299.99,0,Profit,Medium Margin
4493,CA-2022-5492,3/9/2022,3/15/2022,Standard Class,CG-00020,Customer 020,Home Office,Detroit,Michigan,Central,FUR-TAB-24065,Furniture,Tables,Riverside Meeting Table,3779.96,7,0.4,-319.95,2022,3,March,Q1,6,-8.46,539.99,40,Loss,Loss
4494,CA-2024-5493,9/22/2024,9/27/2024,Standard Class,CG-00033,Customer 033,Consumer,Charlotte,North Carolina,South,OFF-ENV-73206,Office Supplies,Envelopes,Poly Envelopes,62.91,9,0,21.91,2024,9,September,Q3,5,34.83,6.99,0,Profit,High Margin
4495,CA-2023-5494,1/20/2023,1/23/2023,First Class,CG-00103,Customer 103,Corporate,New York City,New York,East,OFF-PAP-39171,Office Supplies,Paper,Hammermill Copy Paper,125.96,7,0.4,21.32,2023,1,January,Q1,3,16.93,17.99,40,Profit,Medium Margin
4496,CA-2022-5495,9/18/2022,9/21/2022,First Class,CG-00060,Customer 060,Consumer,Chicago,Illinois,Central,FUR-TAB-94274,Furniture,Tables,Bretford Table,2159.98,3,0.4,-7.79,2022,9,September,Q3,3,-0.36,719.99,40,Loss,Loss
4497,CA-2023-5496,8/12/2023,8/15/2023,First Class,CG-00094,Customer 094,Corporate,New York City,New York,East,OFF-PEN-83697,Office Supplies,Pens & Art Supplies,Staedtler Markers,142.89,11,0,48.45,2023,8,August,Q3,3,33.91,12.99,0,Profit,High Margin
4498,CA-2021-5497,1/7/2021,1/7/2021,Same Day,CG-00057,Customer 057,Consumer,Nashville,Tennessee,South,OFF-BIN-19979,Office Supplies,Binders,Wilson Jones Binder,119.92,8,0,36.74,2021,1,January,Q1,0,30.64,14.99,0,Profit,High Margin
4499,CA-2024-5498,6/29/2024,6/29/2024,Same Day,CG-00030,Customer 030,Consumer,Boston,Massachusetts,East,OFF-STO-29586,Office Supplies,Storage,Sterilite Storage Box,59.96,8,0.5,9.87,2024,6,June,Q2,0,16.46,7.5,50,Profit,Medium Margin
4500,CA-2024-5499,12/4/2024,12/7/2024,Second Class,CG-00015,Customer 015,Consumer,Birmingham,Alabama,South,TEC-MAC-58884,Technology,Machines,Brother Fax Machine,5199.87,13,0,836.42,2024,12,December,Q4,3,16.09,399.99,0,Profit,Medium Margin
4501,CA-2022-5500,8/22/2022,8/25/2022,First Class,CG-00072,Customer 072,Consumer,Chicago,Illinois,Central,TEC-COP-49757,Technology,Copiers,HP Copier,16379.87,14,0.1,4066.96,2022,8,August,Q3,3,24.83,1169.99,10,Profit,Medium Margin
4502,CA-2021-5501,2/16/2021,2/16/2021,Same Day,CG-00106,Customer 106,Corporate,Columbus,Ohio,Central,OFF-STO-55516,Office Supplies,Storage,Iris Storage Case,149.94,12,0.5,12.68,2021,2,February,Q1,0,8.46,12.5,50,Profit,Low Margin
4503,CA-2021-5502,5/15/2021,5/18/2021,First Class,CG-00074,Customer 074,Home Office,Atlanta,Georgia,South,TEC-PHO-65625,Technology,Phones,Samsung Galaxy,1259.98,2,0.1,305.34,2021,5,May,Q2,3,24.23,629.99,10,Profit,Medium Margin
4504,CA-2021-5503,9/14/2021,9/18/2021,Second Class,CG-00028,Customer 028,Corporate,Boston,Massachusetts,East,TEC-MAC-37019,Technology,Machines,Brother Fax Machine,2599.93,13,0.5,140.37,2021,9,September,Q3,4,5.4,199.99,50,Profit,Low Margin
4505,CA-2023-5504,8/8/2023,8/8/2023,Same Day,CG-00110,Customer 110,Home Office,Miami,Florida,South,TEC-PHO-73222,Technology,Phones,Cisco Phone,1619.95,6,0.1,299.58,2023,8,August,Q3,0,18.49,269.99,10,Profit,Medium Margin
4506,CA-2024-5505,4/4/2024,4/4/2024,Same Day,CG-00015,Customer 015,Consumer,Boston,Massachusetts,East,OFF-LAB-47112,Office Supplies,Labels,Avery Labels,89.49,14,0.2,19.13,2024,4,April,Q2,0,21.38,6.39,20,Profit,Medium Margin
4507,CA-2021-5506,4/13/2021,4/16/2021,Second Class,CG-00114,Customer 114,Consumer,Atlanta,Georgia,South,OFF-STO-91348,Office Supplies,Storage,Iris Storage Case,87.46,7,0.5,6.94,2021,4,April,Q2,3,7.94,12.49,50,Profit,Low Margin
4508,CA-2023-5507,7/21/2023,7/24/2023,Second Class,CG-00049,Customer 049,Corporate,Las Vegas,Nevada,West,FUR-CHA-64139,Furniture,Chairs,Global Chair,5069.87,13,0,256.98,2023,7,July,Q3,3,5.07,389.99,0,Profit,Low Margin
4509,CA-2023-5508,5/12/2023,5/17/2023,Standard Class,CG-00056,Customer 056,Home Office,Birmingham,Alabama,South,TEC-COP-65325,Technology,Copiers,Canon Copier,11999.92,8,0,3524.11,2023,5,May,Q2,5,29.37,1499.99,0,Profit,High Margin
4510,CA-2023-5509,5/15/2023,5/22/2023,Standard Class,CG-00104,Customer 104,Home Office,New York City,New York,East,FUR-TAB-99882,Furniture,Tables,Bretford Table,5759.95,6,0.2,96.7,2023,5,May,Q2,7,1.68,959.99,20,Profit,Low Margin
4511,CA-2023-5510,2/22/2023,2/25/2023,First Class,CG-00088,Customer 088,Corporate,Newark,New Jersey,East,FUR-CHA-93873,Furniture,Chairs,Hon Deluxe Chair,3599.93,12,0.4,-334.47,2023,2,February,Q1,3,-9.29,299.99,40,Loss,Loss
4512,CA-2021-5511,12/6/2021,12/8/2021,First Class,CG-00034,Customer 034,Corporate,Columbus,Ohio,Central,OFF-ENV-79988,Office Supplies,Envelopes,Kraft Envelopes,48.9,14,0.3,14.56,2021,12,December,Q4,2,29.78,3.49,30,Profit,High Margin
4513,CA-2021-5512,11/4/2021,11/7/2021,Second Class,CG-00099,Customer 099,Consumer,Charlotte,North Carolina,South,TEC-COP-50080,Technology,Copiers,HP Copier,14299.89,11,0,2710.34,2021,11,November,Q4,3,18.95,1299.99,0,Profit,Medium Margin
4514,CA-2021-5513,10/5/2021,10/10/2021,Standard Class,CG-00118,Customer 118,Corporate,Chicago,Illinois,Central,FUR-FUR-32672,Furniture,Furnishings,Fiskars Scissors,9.99,2,0.5,-1.41,2021,10,October,Q4,5,-14.11,5,50,Loss,Loss
4515,CA-2023-5514,5/29/2023,5/29/2023,Same Day,CG-00085,Customer 085,Corporate,Boston,Massachusetts,East,TEC-COP-26302,Technology,Copiers,Canon Copier,1799.99,2,0.4,121.52,2023,5,May,Q2,0,6.75,900,40,Profit,Low Margin
4516,CA-2021-5515,10/28/2021,11/1/2021,Second Class,CG-00090,Customer 090,Consumer,Minneapolis,Minnesota,Central,FUR-FUR-89150,Furniture,Furnishings,Fiskars Scissors,99.9,10,0,11.7,2021,10,October,Q4,4,11.71,9.99,0,Profit,Medium Margin
4517,CA-2024-5516,10/13/2024,10/19/2024,Standard Class,CG-00070,Customer 070,Corporate,Philadelphia,Pennsylvania,East,OFF-LAB-31900,Office Supplies,Labels,Avery Labels,103.87,13,0,36.24,2024,10,October,Q4,6,34.89,7.99,0,Profit,High Margin
4518,CA-2021-5517,3/20/2021,3/20/2021,Same Day,CG-00013,Customer 013,Corporate,Los Angeles,California,West,TEC-MAC-84824,Technology,Machines,HP Printer,3779.94,7,0.1,889.58,2021,3,March,Q1,0,23.53,539.99,10,Profit,Medium Margin
4519,CA-2022-5518,6/17/2022,6/17/2022,Same Day,CG-00068,Customer 068,Home Office,Newark,New Jersey,East,OFF-BIN-83206,Office Supplies,Binders,Wilson Jones Binder,35.98,3,0.2,11.13,2022,6,June,Q2,0,30.93,11.99,20,Profit,High Margin
4520,CA-2022-5519,9/11/2022,9/18/2022,Standard Class,CG-00119,Customer 119,Home Office,Portland,Oregon,West,OFF-PEN-97900,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,33.54,8,0.3,8.77,2022,9,September,Q3,7,26.15,4.19,30,Profit,High Margin
4521,CA-2023-5520,3/1/2023,3/8/2023,Standard Class,CG-00012,Customer 012,Consumer,Seattle,Washington,West,FUR-TAB-11296,Furniture,Tables,Bretford Table,1199.99,2,0.5,-28.21,2023,3,March,Q1,7,-2.35,600,50,Loss,Loss
4522,CA-2021-5521,6/18/2021,6/23/2021,Standard Class,CG-00051,Customer 051,Consumer,Minneapolis,Minnesota,Central,TEC-PHO-70232,Technology,Phones,Cisco Phone,539.98,3,0.4,51.48,2021,6,June,Q2,5,9.53,179.99,40,Profit,Low Margin
4523,CA-2024-5522,10/21/2024,10/28/2024,Standard Class,CG-00094,Customer 094,Corporate,Richmond,Virginia,East,FUR-TAB-88997,Furniture,Tables,Riverside Meeting Table,719.99,1,0.2,40.49,2024,10,October,Q4,7,5.62,719.99,20,Profit,Low Margin
4524,CA-2023-5523,11/12/2023,11/18/2023,Standard Class,CG-00077,Customer 077,Home Office,Richmond,Virginia,East,FUR-CHA-26920,Furniture,Chairs,Hon Deluxe Chair,6499.87,13,0,117.84,2023,11,November,Q4,6,1.81,499.99,0,Profit,Low Margin
4525,CA-2024-5524,2/24/2024,2/27/2024,First Class,CG-00021,Customer 021,Consumer,Atlanta,Georgia,South,FUR-CHA-67476,Furniture,Chairs,Global Chair,1910.95,7,0.3,258.64,2024,2,February,Q1,3,13.53,272.99,30,Profit,Medium Margin
4526,CA-2023-5525,10/4/2023,10/8/2023,Second Class,CG-00021,Customer 021,Consumer,Charlotte,North Carolina,South,TEC-PHO-42555,Technology,Phones,Cisco Phone,3359.89,14,0.2,550.11,2023,10,October,Q4,4,16.37,239.99,20,Profit,Medium Margin
4527,CA-2021-5526,7/16/2021,7/18/2021,First Class,CG-00024,Customer 024,Consumer,Minneapolis,Minnesota,Central,FUR-BOO-44558,Furniture,Bookcases,Sauder Bookcase,149.99,1,0.4,-12.03,2021,7,July,Q3,2,-8.02,149.99,40,Loss,Loss
4528,CA-2021-5527,6/25/2021,6/27/2021,First Class,CG-00018,Customer 018,Consumer,Richmond,Virginia,East,OFF-LAB-80829,Office Supplies,Labels,Avery Address Labels,69.93,7,0,20.12,2021,6,June,Q2,2,28.77,9.99,0,Profit,High Margin
4529,CA-2024-5528,2/23/2024,2/27/2024,Second Class,CG-00038,Customer 038,Home Office,Seattle,Washington,West,FUR-CHA-73261,Furniture,Chairs,Global Chair,935.98,3,0.2,53.83,2024,2,February,Q1,4,5.75,311.99,20,Profit,Low Margin
4530,CA-2021-5529,5/5/2021,5/7/2021,First Class,CG-00068,Customer 068,Home Office,Richmond,Virginia,East,OFF-BIN-77281,Office Supplies,Binders,Cardinal Binder,4.5,1,0.5,0.87,2021,5,May,Q2,2,19.33,4.5,50,Profit,Medium Margin
4531,CA-2022-5530,2/14/2022,2/17/2022,First Class,CG-00111,Customer 111,Consumer,Seattle,Washington,West,OFF-PAP-56920,Office Supplies,Paper,Hammermill Copy Paper,239.92,8,0,76.06,2022,2,February,Q1,3,31.7,29.99,0,Profit,High Margin
4532,CA-2023-5531,6/2/2023,6/4/2023,First Class,CG-00041,Customer 041,Home Office,Miami,Florida,South,OFF-ENV-72846,Office Supplies,Envelopes,Poly Envelopes,97.86,14,0,28.89,2023,6,June,Q2,2,29.52,6.99,0,Profit,High Margin
