Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5866,CA-2021-6865,2021-03-21,2021-03-26,Standard Class,CG-00097,Customer 097,Corporate,Miami,Florida,South,FUR-BOO-55434,Furniture,Bookcases,Bush Classic Bookcase,1679.92,12,0.3,61.84
5867,CA-2021-6866,2021-08-29,2021-08-29,Same Day,CG-00077,Customer 077,Home Office,Nashville,Tennessee,South,OFF-STO-64907,Office Supplies,Storage,Sterilite Storage Box,179.88,12,0.0,61.88
5868,CA-2023-6867,2023-01-04,2023-01-08,Second Class,CG-00090,Customer 090,Consumer,Portland,Oregon,West,OFF-LAB-43750,Office Supplies,Labels,Avery Address Labels,13.99,2,0.3,4.66
5869,CA-2023-6868,2023-05-30,2023-06-02,Second Class,CG-00088,Customer 088,Corporate,Houston,Texas,Central,TEC-PHO-33193,Technology,Phones,Apple iPhone,6749.91,9,0.0,1982.43
5870,CA-2024-6869,2024-04-02,2024-04-08,Standard Class,CG-00019,Customer 019,Corporate,Boston,Massachusetts,East,OFF-STO-18948,Office Supplies,Storage,Sterilite Storage Box,62.96,6,0.3,18.59
5871,CA-2021-6870,2021-12-06,2021-12-12,Standard Class,CG-00018,Customer 018,Consumer,Las Vegas,Nevada,West,FUR-TAB-92542,Furniture,Tables,Bretford Table,10799.91,9,0.0,805.76
5872,CA-2021-6871,2021-03-14,2021-03-21,Standard Class,CG-00001,Customer 001,Corporate,Seattle,Washington,West,TEC-PHO-83783,Technology,Phones,Samsung Galaxy,4549.94,13,0.5,610.87
5873,CA-2022-6872,2022-02-11,2022-02-15,Second Class,CG-00088,Customer 088,Corporate,Atlanta,Georgia,South,FUR-BOO-83208,Furniture,Bookcases,Bush Classic Bookcase,2399.88,12,0.0,140.06
5874,CA-2021-6873,2021-07-16,2021-07-19,Second Class,CG-00013,Customer 013,Corporate,New York City,New York,East,FUR-TAB-69278,Furniture,Tables,Bretford Table,16799.86,14,0.0,761.98
5875,CA-2021-6874,2021-05-18,2021-05-22,Second Class,CG-00009,Customer 009,Consumer,Atlanta,Georgia,South,TEC-ACC-76059,Technology,Accessories,Plantronics Headset,449.95,10,0.5,43.57
5876,CA-2021-6875,2021-08-24,2021-08-30,Standard Class,CG-00034,Customer 034,Corporate,New York City,New York,East,FUR-CHA-83217,Furniture,Chairs,Global Chair,467.99,2,0.4,-37.22
5877,CA-2024-6876,2024-11-03,2024-11-10,Standard Class,CG-00020,Customer 020,Home Office,Newark,New Jersey,East,OFF-BIN-41148,Office Supplies,Binders,Cardinal Binder,64.73,9,0.2,22.71
5878,CA-2021-6877,2021-08-08,2021-08-14,Standard Class,CG-00117,Customer 117,Consumer,Seattle,Washington,West,OFF-STO-86480,Office Supplies,Storage,Iris Storage Case,24.99,1,0.0,8.42
5879,CA-2023-6878,2023-07-30,2023-08-05,Standard Class,CG-00003,Customer 003,Consumer,Atlanta,Georgia,South,TEC-COP-20848,Technology,Copiers,HP Copier,7019.95,9,0.4,580.93
5880,CA-2023-6879,2023-04-21,2023-04-24,Second Class,CG-00064,Customer 064,Corporate,Atlanta,Georgia,South,OFF-BIN-98209,Office Supplies,Binders,Wilson Jones Binder,74.95,5,0.0,25.38
5881,CA-2023-6880,2023-09-10,2023-09-13,First Class,CG-00077,Customer 077,Home Office,Detroit,Michigan,Central,TEC-COP-61921,Technology,Copiers,Canon Copier,19499.87,13,0.0,4900.64
5882,CA-2024-6881,2024-05-21,2024-05-24,Second Class,CG-00016,Customer 016,Corporate,Birmingham,Alabama,South,TEC-MAC-15474,Technology,Machines,HP Printer,2159.96,4,0.1,423.85
5883,CA-2021-6882,2021-02-25,2021-03-01,Second Class,CG-00006,Customer 006,Consumer,Philadelphia,Pennsylvania,East,TEC-MAC-17915,Technology,Machines,Brother Fax Machine,1279.97,4,0.2,315.86
5884,CA-2021-6883,2021-06-14,2021-06-20,Standard Class,CG-00100,Customer 100,Corporate,Boston,Massachusetts,East,FUR-FUR-29533,Furniture,Furnishings,Fiskars Scissors,39.96,4,0.0,0.55
5885,CA-2024-6884,2024-10-10,2024-10-17,Standard Class,CG-00119,Customer 119,Home Office,Minneapolis,Minnesota,Central,OFF-PEN-42693,Office Supplies,Pens & Art Supplies,BIC Ballpoint Pens,5.99,1,0.0,1.38
5886,CA-2023-6885,2023-10-20,2023-10-23,Second Class,CG-00026,Customer 026,Home Office,Minneapolis,Minnesota,Central,FUR-CHA-54442,Furniture,Chairs,Staples Chair,299.99,1,0.0,36.23
5887,CA-2021-6886,2021-12-09,2021-12-12,First Class,CG-00100,Customer 100,Corporate,Las Vegas,Nevada,West,FUR-BOO-41771,Furniture,Bookcases,Sauder Bookcase,1749.93,7,0.0,192.58
5888,CA-2023-6887,2023-10-14,2023-10-18,Second Class,CG-00038,Customer 038,Home Office,Portland,Oregon,West,TEC-ACC-78782,Technology,Accessories,Plantronics Headset,1259.86,14,0.0,344.74
5889,CA-2023-6888,2023-11-10,2023-11-12,First Class,CG-00085,Customer 085,Corporate,Las Vegas,Nevada,West,FUR-TAB-63727,Furniture,Tables,Riverside Meeting Table,10799.88,12,0.0,1320.68
5890,CA-2022-6889,2022-11-26,2022-12-01,Standard Class,CG-00111,Customer 111,Consumer,Chicago,Illinois,Central,OFF-LAB-92242,Office Supplies,Labels,Avery Address Labels,9.99,1,0.0,2.64
5891,CA-2022-6890,2022-02-28,2022-03-02,First Class,CG-00006,Customer 006,Consumer,Columbus,Ohio,Central,FUR-TAB-32546,Furniture,Tables,Bretford Table,10799.91,9,0.0,1050.46
5892,CA-2021-6891,2021-12-29,2021-12-29,Same Day,CG-00030,Customer 030,Consumer,Boston,Massachusetts,East,TEC-MAC-17913,Technology,Machines,HP Printer,4679.92,13,0.4,343.33
5893,CA-2021-6892,2021-06-02,2021-06-08,Standard Class,CG-00081,Customer 081,Consumer,New York City,New York,East,FUR-TAB-27920,Furniture,Tables,Riverside Meeting Table,4319.95,6,0.2,531.0
5894,CA-2023-6893,2023-10-03,2023-10-07,Second Class,CG-00066,Customer 066,Consumer,Minneapolis,Minnesota,Central,TEC-ACC-63583,Technology,Accessories,Belkin Cable,149.9,10,0.0,37.54
5895,CA-2021-6894,2021-12-08,2021-12-10,First Class,CG-00048,Customer 048,Consumer,Birmingham,Alabama,South,FUR-TAB-45036,Furniture,Tables,Bretford Table,3599.97,3,0.0,182.37
5896,CA-2021-6895,2021-06-10,2021-06-13,First Class,CG-00017,Customer 017,Home Office,New York City,New York,East,OFF-LAB-54972,Office Supplies,Labels,Avery Labels,79.9,10,0.0,21.23
5897,CA-2021-6896,2021-08-15,2021-08-22,Standard Class,CG-00094,Customer 094,Corporate,Nashville,Tennessee,South,TEC-PHO-47494,Technology,Phones,Cisco Phone,2399.92,10,0.2,419.84
5898,CA-2021-6897,2021-01-27,2021-01-29,First Class,CG-00105,Customer 105,Consumer,Birmingham,Alabama,South,FUR-BOO-69567,Furniture,Bookcases,Sauder Bookcase,2274.91,13,0.3,287.62
5899,CA-2024-6898,2024-12-10,2024-12-13,First Class,CG-00048,Customer 048,Consumer,Atlanta,Georgia,South,TEC-MAC-10401,Technology,Machines,Brother Fax Machine,1679.96,6,0.3,492.4
5900,CA-2022-6899,2022-07-29,2022-08-03,Standard Class,CG-00083,Customer 083,Home Office,Newark,New Jersey,East,OFF-BIN-83935,Office Supplies,Binders,Wilson Jones Binder,44.97,3,0.0,13.38
5901,CA-2024-6900,2024-11-03,2024-11-07,Second Class,CG-00022,Customer 022,Corporate,Atlanta,Georgia,South,OFF-ENV-82574,Office Supplies,Envelopes,Kraft Envelopes,13.97,4,0.3,3.44
5902,CA-2023-6901,2023-01-30,2023-02-02,First Class,CG-00027,Customer 027,Consumer,Minneapolis,Minnesota,Central,TEC-MAC-96585,Technology,Machines,Brother Fax Machine,399.99,1,0.0,67.27
5903,CA-2024-6902,2024-11-01,2024-11-08,Standard Class,CG-00077,Customer 077,Home Office,Nashville,Tennessee,South,TEC-ACC-61978,Technology,Accessories,Belkin Cable,104.93,7,0.0,24.23
5904,CA-2021-6903,2021-10-08,2021-10-11,First Class,CG-00006,Customer 006,Consumer,Atlanta,Georgia,South,FUR-BOO-47026,Furniture,Bookcases,Bush Classic Bookcase,399.98,2,0.0,56.84
5905,CA-2022-6904,2022-04-24,2022-04-29,Standard Class,CG-00095,Customer 095,Home Office,New York City,New York,East,FUR-TAB-41712,Furniture,Tables,Bretford Table,2879.98,4,0.4,-195.17
5906,CA-2024-6905,2024-04-27,2024-04-27,Same Day,CG-00062,Customer 062,Home Office,Portland,Oregon,West,TEC-PHO-99746,Technology,Phones,Samsung Galaxy,2799.96,4,0.0,482.8
5907,CA-2021-6906,2021-06-17,2021-06-23,Standard Class,CG-00005,Customer 005,Home Office,Detroit,Michigan,Central,TEC-PHO-41140,Technology,Phones,Samsung Galaxy,3919.94,7,0.2,979.32
5908,CA-2022-6907,2022-06-06,2022-06-09,First Class,CG-00039,Customer 039,Consumer,Los Angeles,California,West,TEC-PHO-63773,Technology,Phones,Apple iPhone,5999.92,8,0.0,1423.84
5909,CA-2024-6908,2024-07-28,2024-08-03,Standard Class,CG-00030,Customer 030,Consumer,Las Vegas,Nevada,West,TEC-PHO-22307,Technology,Phones,Samsung Galaxy,3849.95,11,0.5,39.97
5910,CA-2022-6909,2022-06-11,2022-06-18,Standard Class,CG-00120,Customer 120,Consumer,Charlotte,North Carolina,South,OFF-PAP-28464,Office Supplies,Paper,Hammermill Copy Paper,215.93,9,0.2,45.51
5911,CA-2021-6910,2021-05-15,2021-05-18,First Class,CG-00074,Customer 074,Home Office,Newark,New Jersey,East,TEC-COP-52738,Technology,Copiers,Canon Copier,13499.91,9,0.0,2630.49
5912,CA-2022-6911,2022-07-06,2022-07-12,Standard Class,CG-00066,Customer 066,Consumer,Las Vegas,Nevada,West,OFF-BIN-64181,Office Supplies,Binders,Avery Binder,142.89,11,0.0,31.49
5913,CA-2022-6912,2022-01-24,2022-01-31,Standard Class,CG-00118,Customer 118,Corporate,Boston,Massachusetts,East,TEC-COP-76014,Technology,Copiers,HP Copier,14299.89,11,0.0,3734.66
5914,CA-2023-6913,2023-07-02,2023-07-07,Standard Class,CG-00113,Customer 113,Home Office,Phoenix,Arizona,West,FUR-FUR-94022,Furniture,Furnishings,Fiskars Scissors,109.89,11,0.0,13.34
5915,CA-2024-6914,2024-12-10,2024-12-17,Standard Class,CG-00012,Customer 012,Consumer,Miami,Florida,South,TEC-MAC-87167,Technology,Machines,Brother Fax Machine,1199.97,6,0.5,6.6
5916,CA-2021-6915,2021-05-14,2021-05-17,Second Class,CG-00024,Customer 024,Consumer,Boston,Massachusetts,East,FUR-FUR-81223,Furniture,Furnishings,Eldon Desk Lamp,181.91,13,0.3,6.72
5917,CA-2021-6916,2021-06-07,2021-06-13,Standard Class,CG-00060,Customer 060,Consumer,Birmingham,Alabama,South,OFF-LAB-34264,Office Supplies,Labels,Avery Labels,47.94,6,0.0,15.92
5918,CA-2023-6917,2023-08-31,2023-09-06,Standard Class,CG-00101,Customer 101,Home Office,Las Vegas,Nevada,West,TEC-MAC-80040,Technology,Machines,Brother Fax Machine,5199.87,13,0.0,801.08
5919,CA-2022-6918,2022-12-07,2022-12-11,Second Class,CG-00053,Customer 053,Home Office,Atlanta,Georgia,South,FUR-BOO-26609,Furniture,Bookcases,Sauder Bookcase,1924.92,11,0.3,129.48
5920,CA-2023-6919,2023-02-15,2023-02-15,Same Day,CG-00042,Customer 042,Consumer,Houston,Texas,Central,FUR-FUR-88140,Furniture,Furnishings,Fiskars Scissors,19.98,2,0.0,2.83
5921,CA-2022-6920,2022-03-01,2022-03-03,First Class,CG-00099,Customer 099,Consumer,Chicago,Illinois,Central,OFF-STO-96731,Office Supplies,Storage,Iris Storage Case,149.94,10,0.4,21.07
5922,CA-2023-6921,2023-07-03,2023-07-03,Same Day,CG-00007,Customer 007,Corporate,Birmingham,Alabama,South,FUR-CHA-11546,Furniture,Chairs,Hon Deluxe Chair,2499.95,5,0.0,298.79
5923,CA-2023-6922,2023-10-13,2023-10-13,Same Day,CG-00117,Customer 117,Consumer,Miami,Florida,South,FUR-TAB-22445,Furniture,Tables,Bretford Table,1079.99,1,0.1,16.77
5924,CA-2021-6923,2021-07-26,2021-08-01,Standard Class,CG-00097,Customer 097,Corporate,Miami,Florida,South,FUR-TAB-96290,Furniture,Tables,Riverside Meeting Table,5759.94,8,0.2,557.94
5925,CA-2021-6924,2021-02-11,2021-02-15,Second Class,CG-00002,Customer 002,Home Office,Chicago,Illinois,Central,FUR-CHA-35793,Furniture,Chairs,Staples Chair,299.99,1,0.0,37.01
5926,CA-2021-6925,2021-09-20,2021-09-23,Second Class,CG-00035,Customer 035,Home Office,Philadelphia,Pennsylvania,East,OFF-LAB-40551,Office Supplies,Labels,Avery Labels,100.67,14,0.1,32.19
5927,CA-2022-6926,2022-06-18,2022-06-21,First Class,CG-00071,Customer 071,Home Office,Philadelphia,Pennsylvania,East,FUR-FUR-93948,Furniture,Furnishings,Fiskars Scissors,69.93,14,0.5,-7.7
5928,CA-2023-6927,2023-01-28,2023-02-03,Standard Class,CG-00007,Customer 007,Corporate,Nashville,Tennessee,South,FUR-FUR-63751,Furniture,Furnishings,Fiskars Scissors,24.98,5,0.5,-3.28
5929,CA-2022-6928,2022-07-12,2022-07-16,Second Class,CG-00034,Customer 034,Corporate,Columbus,Ohio,Central,TEC-COP-24051,Technology,Copiers,HP Copier,10009.92,11,0.3,2707.53
5930,CA-2024-6929,2024-05-05,2024-05-10,Standard Class,CG-00019,Customer 019,Corporate,Birmingham,Alabama,South,OFF-ENV-63094,Office Supplies,Envelopes,Poly Envelopes,4.19,1,0.4,0.83
5931,CA-2022-6930,2022-04-20,2022-04-25,Standard Class,CG-00105,Customer 105,Consumer,New York City,New York,East,TEC-MAC-75460,Technology,Machines,HP Printer,4859.92,9,0.1,1351.47
5932,CA-2022-6931,2022-04-23,2022-04-27,Second Class,CG-00106,Customer 106,Corporate,Portland,Oregon,West,OFF-BIN-65937,Office Supplies,Binders,Avery Binder,181.86,14,0.0,56.27
5933,CA-2023-6932,2023-02-26,2023-02-28,First Class,CG-00028,Customer 028,Corporate,Seattle,Washington,West,FUR-FUR-90580,Furniture,Furnishings,Eldon Desk Lamp,233.88,13,0.1,14.46
5934,CA-2022-6933,2022-11-26,2022-11-30,Second Class,CG-00043,Customer 043,Corporate,Los Angeles,California,West,TEC-MAC-51524,Technology,Machines,HP Printer,1079.98,3,0.4,127.2
5935,CA-2023-6934,2023-08-14,2023-08-21,Standard Class,CG-00012,Customer 012,Consumer,Minneapolis,Minnesota,Central,OFF-STO-14954,Office Supplies,Storage,Iris Storage Case,199.92,10,0.2,65.98
5936,CA-2023-6935,2023-08-12,2023-08-19,Standard Class,CG-00082,Customer 082,Corporate,Birmingham,Alabama,South,FUR-FUR-64963,Furniture,Furnishings,Fiskars Scissors,13.99,2,0.3,0.6
5937,CA-2024-6936,2024-12-12,2024-12-19,Standard Class,CG-00118,Customer 118,Corporate,Miami,Florida,South,FUR-CHA-64179,Furniture,Chairs,Staples Chair,1799.94,6,0.0,48.77
5938,CA-2021-6937,2021-01-18,2021-01-24,Standard Class,CG-00058,Customer 058,Corporate,Birmingham,Alabama,South,FUR-TAB-50583,Furniture,Tables,Bretford Table,6599.94,11,0.5,-776.38
5939,CA-2024-6938,2024-11-02,2024-11-05,First Class,CG-00070,Customer 070,Corporate,Chicago,Illinois,Central,FUR-TAB-77113,Furniture,Tables,Riverside Meeting Table,6299.93,10,0.3,228.11
5940,CA-2022-6939,2022-10-21,2022-10-23,First Class,CG-00005,Customer 005,Home Office,Richmond,Virginia,East,OFF-PAP-70452,Office Supplies,Paper,Xerox Paper,59.98,4,0.4,5.03
5941,CA-2021-6940,2021-11-01,2021-11-03,First Class,CG-00012,Customer 012,Consumer,Newark,New Jersey,East,TEC-ACC-81061,Technology,Accessories,Plantronics Headset,71.99,1,0.2,13.9
5942,CA-2021-6941,2021-07-03,2021-07-08,Standard Class,CG-00079,Customer 079,Corporate,Newark,New Jersey,East,OFF-PEN-72990,Office Supplies,Pens & Art Supplies,Staedtler Markers,90.93,7,0.0,24.99
5943,CA-2022-6942,2022-03-27,2022-03-29,First Class,CG-00083,Customer 083,Home Office,Detroit,Michigan,Central,TEC-PHO-29648,Technology,Phones,Samsung Galaxy,5039.93,9,0.2,1088.4
5944,CA-2021-6943,2021-06-25,2021-06-28,Second Class,CG-00063,Customer 063,Consumer,Portland,Oregon,West,FUR-FUR-41363,Furniture,Furnishings,Eldon Desk Lamp,71.96,4,0.1,0.96
5945,CA-2023-6944,2023-01-16,2023-01-19,First Class,CG-00009,Customer 009,Consumer,Portland,Oregon,West,OFF-PAP-10596,Office Supplies,Paper,Hammermill Copy Paper,359.88,12,0.0,122.98
5946,CA-2023-6945,2023-06-28,2023-06-28,Same Day,CG-00086,Customer 086,Home Office,New York City,New York,East,FUR-TAB-82227,Furniture,Tables,Riverside Meeting Table,3779.96,6,0.3,410.67
5947,CA-2023-6946,2023-07-17,2023-07-21,Second Class,CG-00029,Customer 029,Home Office,New York City,New York,East,TEC-COP-57511,Technology,Copiers,Canon Copier,7499.95,5,0.0,1501.87
5948,CA-2024-6947,2024-10-19,2024-10-22,First Class,CG-00003,Customer 003,Consumer,Miami,Florida,South,TEC-MAC-50273,Technology,Machines,Brother Fax Machine,1599.96,4,0.0,442.67
5949,CA-2021-6948,2021-01-23,2021-01-30,Standard Class,CG-00103,Customer 103,Corporate,Newark,New Jersey,East,OFF-ENV-75407,Office Supplies,Envelopes,Poly Envelopes,41.94,6,0.0,13.41
5950,CA-2023-6949,2023-06-02,2023-06-06,Second Class,CG-00020,Customer 020,Home Office,Seattle,Washington,West,OFF-BIN-42022,Office Supplies,Binders,Cardinal Binder,48.55,9,0.4,5.0
5951,CA-2022-6950,2022-01-26,2022-01-31,Standard Class,CG-00072,Customer 072,Consumer,Minneapolis,Minnesota,Central,TEC-MAC-17995,Technology,Machines,HP Printer,4799.92,10,0.2,763.18
5952,CA-2022-6951,2022-07-13,2022-07-15,First Class,CG-00100,Customer 100,Corporate,Newark,New Jersey,East,FUR-BOO-75473,Furniture,Bookcases,Sauder Bookcase,1374.95,11,0.5,-160.86
5953,CA-2022-6952,2022-01-29,2022-02-03,Standard Class,CG-00014,Customer 014,Home Office,Richmond,Virginia,East,TEC-ACC-87483,Technology,Accessories,Belkin Cable,59.96,4,0.0,12.81
5954,CA-2022-6953,2022-03-16,2022-03-18,First Class,CG-00078,Customer 078,Consumer,Philadelphia,Pennsylvania,East,FUR-CHA-66338,Furniture,Chairs,Global Chair,2339.94,6,0.0,344.08
5955,CA-2022-6954,2022-10-12,2022-10-14,First Class,CG-00095,Customer 095,Home Office,Las Vegas,Nevada,West,OFF-BIN-69579,Office Supplies,Binders,Avery Binder,19.48,3,0.5,2.44
5956,CA-2024-6955,2024-02-15,2024-02-15,Same Day,CG-00083,Customer 083,Home Office,Atlanta,Georgia,South,FUR-BOO-13524,Furniture,Bookcases,Sauder Bookcase,749.97,6,0.5,-24.21
5957,CA-2021-6956,2021-03-14,2021-03-16,First Class,CG-00013,Customer 013,Corporate,Portland,Oregon,West,FUR-BOO-61953,Furniture,Bookcases,Bush Classic Bookcase,2399.88,12,0.0,130.52
5958,CA-2021-6957,2021-05-14,2021-05-14,Same Day,CG-00118,Customer 118,Corporate,Columbus,Ohio,Central,TEC-ACC-69510,Technology,Accessories,Logitech Keyboard,149.97,5,0.4,12.02
5959,CA-2022-6958,2022-04-29,2022-05-01,First Class,CG-00097,Customer 097,Corporate,Seattle,Washington,West,TEC-ACC-32366,Technology,Accessories,Logitech Keyboard,699.86,14,0.0,199.04
5960,CA-2021-6959,2021-01-17,2021-01-21,Second Class,CG-00024,Customer 024,Consumer,Los Angeles,California,West,OFF-PEN-11226,Office Supplies,Pens & Art Supplies,Staedtler Markers,142.89,11,0.0,29.55
5961,CA-2022-6960,2022-12-29,2023-01-02,Second Class,CG-00051,Customer 051,Consumer,Seattle,Washington,West,OFF-ENV-75570,Office Supplies,Envelopes,Poly Envelopes,6.99,2,0.5,0.55
5962,CA-2021-6961,2021-12-27,2021-12-30,First Class,CG-00060,Customer 060,Consumer,Atlanta,Georgia,South,TEC-PHO-79778,Technology,Phones,Samsung Galaxy,7279.9,13,0.2,1368.8
5963,CA-2023-6962,2023-09-29,2023-09-29,Same Day,CG-00087,Customer 087,Consumer,Minneapolis,Minnesota,Central,TEC-MAC-83253,Technology,Machines,Brother Fax Machine,599.99,3,0.5,28.44
5964,CA-2023-6963,2023-03-04,2023-03-07,First Class,CG-00099,Customer 099,Consumer,Houston,Texas,Central,FUR-CHA-76379,Furniture,Chairs,Staples Chair,1949.93,13,0.5,-255.46
5965,CA-2023-6964,2023-05-15,2023-05-19,Second Class,CG-00051,Customer 051,Consumer,Los Angeles,California,West,TEC-ACC-44590,Technology,Accessories,Belkin Cable,143.9,12,0.2,38.91
5966,CA-2023-6965,2023-03-03,2023-03-06,First Class,CG-00113,Customer 113,Home Office,Charlotte,North Carolina,South,OFF-ENV-11475,Office Supplies,Envelopes,Kraft Envelopes,14.97,3,0.0,4.18
5967,CA-2024-6966,2024-08-18,2024-08-22,Second Class,CG-00116,Customer 116,Home Office,Los Angeles,California,West,TEC-COP-28452,Technology,Copiers,Canon Copier,10799.93,8,0.1,2039.96
5968,CA-2023-6967,2023-12-05,2023-12-08,First Class,CG-00010,Customer 010,Corporate,Columbus,Ohio,Central,FUR-FUR-98579,Furniture,Furnishings,Fiskars Scissors,34.96,5,0.3,1.34
5969,CA-2021-6968,2021-03-24,2021-03-27,First Class,CG-00080,Customer 080,Home Office,Houston,Texas,Central,OFF-STO-50256,Office Supplies,Storage,Iris Storage Case,124.95,5,0.0,32.01
5970,CA-2021-6969,2021-01-25,2021-01-28,Second Class,CG-00009,Customer 009,Consumer,Minneapolis,Minnesota,Central,TEC-COP-77488,Technology,Copiers,HP Copier,2599.98,2,0.0,525.21
5971,CA-2022-6970,2022-10-09,2022-10-12,First Class,CG-00077,Customer 077,Home Office,Richmond,Virginia,East,OFF-LAB-58650,Office Supplies,Labels,Avery Labels,51.14,8,0.2,14.74
5972,CA-2021-6971,2021-03-03,2021-03-09,Standard Class,CG-00068,Customer 068,Home Office,Philadelphia,Pennsylvania,East,OFF-LAB-31088,Office Supplies,Labels,Avery Labels,39.95,5,0.0,12.59
5973,CA-2024-6972,2024-05-18,2024-05-21,Second Class,CG-00035,Customer 035,Home Office,Birmingham,Alabama,South,OFF-LAB-32368,Office Supplies,Labels,Avery Address Labels,29.97,3,0.0,7.81
5974,CA-2021-6973,2021-06-08,2021-06-11,First Class,CG-00079,Customer 079,Corporate,Las Vegas,Nevada,West,FUR-BOO-14524,Furniture,Bookcases,Bush Classic Bookcase,899.96,5,0.1,9.11
5975,CA-2023-6974,2023-04-10,2023-04-16,Standard Class,CG-00110,Customer 110,Home Office,Las Vegas,Nevada,West,OFF-STO-33993,Office Supplies,Storage,Iris Storage Case,199.92,10,0.2,52.69
5976,CA-2023-6975,2023-11-30,2023-12-03,First Class,CG-00053,Customer 053,Home Office,Newark,New Jersey,East,FUR-BOO-57648,Furniture,Bookcases,Sauder Bookcase,1249.95,10,0.5,-113.67
5977,CA-2022-6976,2022-02-08,2022-02-11,Second Class,CG-00080,Customer 080,Home Office,Houston,Texas,Central,OFF-PEN-64216,Office Supplies,Pens & Art Supplies,Staedtler Markers,109.12,12,0.3,37.42
5978,CA-2024-6977,2024-04-03,2024-04-10,Standard Class,CG-00067,Customer 067,Corporate,Newark,New Jersey,East,TEC-ACC-68178,Technology,Accessories,Plantronics Headset,629.93,7,0.0,155.44
5979,CA-2021-6978,2021-01-04,2021-01-07,First Class,CG-00004,Customer 004,Corporate,Portland,Oregon,West,OFF-PAP-22204,Office Supplies,Paper,Hammermill Copy Paper,215.93,8,0.1,68.58
5980,CA-2023-6979,2023-10-28,2023-10-30,First Class,CG-00094,Customer 094,Corporate,Charlotte,North Carolina,South,FUR-FUR-80996,Furniture,Furnishings,Fiskars Scissors,59.94,6,0.0,4.28
5981,CA-2021-6980,2021-05-17,2021-05-21,Second Class,CG-00103,Customer 103,Corporate,Seattle,Washington,West,OFF-ENV-13077,Office Supplies,Envelopes,Kraft Envelopes,19.96,5,0.2,7.06
5982,CA-2021-6981,2021-02-21,2021-02-23,First Class,CG-00106,Customer 106,Corporate,Atlanta,Georgia,South,FUR-CHA-10388,Furniture,Chairs,Staples Chair,599.98,2,0.0,83.24
5983,CA-2022-6982,2022-06-10,2022-06-15,Standard Class,CG-00089,Customer 089,Home Office,Newark,New Jersey,East,TEC-COP-27876,Technology,Copiers,Canon Copier,16499.89,11,0.0,3167.92
5984,CA-2024-6983,2024-06-27,2024-06-30,Second Class,CG-00014,Customer 014,Home Office,Columbus,Ohio,Central,FUR-FUR-74204,Furniture,Furnishings,Eldon Desk Lamp,59.97,3,0.0,4.7
5985,CA-2021-6984,2021-09-19,2021-09-19,Same Day,CG-00073,Customer 073,Corporate,Las Vegas,Nevada,West,TEC-COP-10592,Technology,Copiers,HP Copier,6499.95,5,0.0,1120.26
5986,CA-2021-6985,2021-08-13,2021-08-16,Second Class,CG-00007,Customer 007,Corporate,Minneapolis,Minnesota,Central,OFF-PAP-44197,Office Supplies,Paper,Xerox Paper,24.99,1,0.0,7.92
5987,CA-2022-6986,2022-03-09,2022-03-11,First Class,CG-00036,Customer 036,Consumer,Detroit,Michigan,Central,OFF-PEN-68013,Office Supplies,Pens & Art Supplies,Staedtler Markers,58.45,9,0.5,8.66
5988,CA-2023-6987,2023-03-03,2023-03-08,Standard Class,CG-00053,Customer 053,Home Office,Detroit,Michigan,Central,OFF-LAB-34146,Office Supplies,Labels,Avery Labels,33.56,7,0.4,2.97
5989,CA-2024-6988,2024-12-18,2024-12-25,Standard Class,CG-00065,Customer 065,Home Office,Nashville,Tennessee,South,TEC-ACC-58558,Technology,Accessories,Logitech Keyboard,359.93,9,0.2,79.53
5990,CA-2022-6989,2022-10-15,2022-10-21,Standard Class,CG-00120,Customer 120,Consumer,Atlanta,Georgia,South,OFF-LAB-48847,Office Supplies,Labels,Avery Address Labels,95.9,12,0.2,24.41
5991,CA-2022-6990,2022-09-06,2022-09-12,Standard Class,CG-00053,Customer 053,Home Office,Seattle,Washington,West,FUR-BOO-24978,Furniture,Bookcases,Bush Classic Bookcase,1759.91,11,0.2,132.19
5992,CA-2024-6991,2024-09-05,2024-09-08,Second Class,CG-00021,Customer 021,Consumer,Miami,Florida,South,OFF-PEN-46528,Office Supplies,Pens & Art Supplies,Staedtler Markers,12.99,1,0.0,3.61
5993,CA-2022-6992,2022-08-29,2022-09-03,Standard Class,CG-00020,Customer 020,Home Office,Newark,New Jersey,East,TEC-ACC-72451,Technology,Accessories,Plantronics Headset,899.9,10,0.0,217.61
5994,CA-2024-6993,2024-08-21,2024-08-25,Second Class,CG-00087,Customer 087,Consumer,Las Vegas,Nevada,West,TEC-COP-35391,Technology,Copiers,HP Copier,4549.96,5,0.3,750.06
5995,CA-2024-6994,2024-01-07,2024-01-10,First Class,CG-00112,Customer 112,Corporate,Philadelphia,Pennsylvania,East,TEC-PHO-13364,Technology,Phones,Apple iPhone,1349.98,2,0.1,345.98
5996,CA-2021-6995,2021-12-11,2021-12-11,Same Day,CG-00048,Customer 048,Consumer,Charlotte,North Carolina,South,TEC-ACC-21510,Technology,Accessories,Plantronics Headset,359.96,8,0.5,45.37
5997,CA-2024-6996,2024-02-03,2024-02-08,Standard Class,CG-00111,Customer 111,Consumer,Newark,New Jersey,East,TEC-ACC-12786,Technology,Accessories,Belkin Cable,175.38,13,0.1,26.86
